owner_name,asset_count
Zumutor Biologics Inc.,1
Zydus Lifesciences Limited,1
"Zynerba Pharmaceuticals, Inc.",1
argenx,1
"atai Therapeutics, Inc.",1
dōTERRA International,1
"eGenesis, INC",1
eleva GmbH,1
iCoat Medical AB,1
"iECURE, Inc.",1
iQure Australia Pty Ltd,1
iVascular S.L.U.,1
"jCyte, Inc",1
nChroma Bio,1
nephCentric,1
pH-D Feminine Health LLC,1
siRNAgen Therapeutics Inc.,1
